method,dataset,token_budget,protocol,train_attack,test_attack,llm_pool,n_train_attack,n_test_attack,detector,scope,n_test_neg,n_test_pos,test_neg_score_mean,test_pos_score_mean,AUROC,AUPR,TPR@5FPR
FlowCut,ScienceQA_MC,32,fata_unseen_base_dir,base,fata,image,500,500,visual_trajectory,stage,1000,500,0.007487558017921629,3.4110006432681748,0.9853820000000001,0.9607193864920125,0.968
FlowCut,ScienceQA_MC,32,fata_unseen_base_dir,base,fata,image,500,500,projector_trajectory,stage,1000,500,-0.019604299853727553,1.0351666537935666,0.7200320000000001,0.6028647391421433,0.268
FlowCut,ScienceQA_MC,32,fata_unseen_base_dir,base,fata,image,500,500,llm_trajectory,stage,1000,500,-0.0489302859560943,1.6528521422002673,0.848292,0.7747346898416424,0.522
FlowCut,ScienceQA_MC,32,fata_unseen_base_dir,base,fata,image,500,500,all_level_fused,fused,1000,500,-0.020349009263966763,2.033006479754003,0.9518239999999999,0.8974747685462166,0.704
FlowCut,ScienceQA_MC,32,cage_aware,cage,cage,image,500,500,visual_trajectory,stage,1000,500,0.01897804167273557,4.7550342845188345,0.999868,0.9997422922096644,1.0
FlowCut,ScienceQA_MC,32,cage_aware,cage,cage,image,500,500,projector_trajectory,stage,1000,500,-0.04184067214563143,4.628399445991084,0.999788,0.9996163767977837,0.998
FlowCut,ScienceQA_MC,32,cage_aware,cage,cage,image,500,500,llm_trajectory,stage,1000,500,-0.05746910996861918,5.043238770237982,0.9998339999999999,0.9996829672746872,1.0
FlowCut,ScienceQA_MC,32,cage_aware,cage,cage,image,500,500,all_level_fused,fused,1000,500,-0.026777246813838355,4.808890833582633,1.0,1.0,1.0
FlowCut,ScienceQA_MC,32,caa_aware,caa,caa,image,494,496,visual_trajectory,stage,992,496,-0.009609329050677384,3.6293444041813587,0.8988846253902185,0.9083366108811093,0.8366935483870968
FlowCut,ScienceQA_MC,32,caa_aware,caa,caa,image,494,496,projector_trajectory,stage,992,496,-0.0037473471008616036,1.1237617974531375,0.7770409241675338,0.6356767484766741,0.23790322580645162
FlowCut,ScienceQA_MC,32,caa_aware,caa,caa,image,494,496,llm_trajectory,stage,992,496,-0.024884319516129624,1.2840997714473856,0.810802955905307,0.6788982507201726,0.34475806451612906
FlowCut,ScienceQA_MC,32,caa_aware,caa,caa,image,494,496,all_level_fused,fused,992,496,-0.012746998555889524,2.012401991027294,0.9553931451612904,0.9363780122034004,0.8004032258064516
FlowCut,ScienceQA_MC,32,fata_aware,fata,fata,image,500,500,visual_trajectory,stage,1000,500,-0.013361307414977317,3.4748678291233905,0.986468,0.9659302113084112,0.96
FlowCut,ScienceQA_MC,32,fata_aware,fata,fata,image,500,500,projector_trajectory,stage,1000,500,-0.038548445983198655,1.2106726288416294,0.79569,0.6435681131299394,0.226
FlowCut,ScienceQA_MC,32,fata_aware,fata,fata,image,500,500,llm_trajectory,stage,1000,500,-0.03385263504474464,1.8242344298914255,0.871418,0.7599460405967157,0.426
FlowCut,ScienceQA_MC,32,fata_aware,fata,fata,image,500,500,all_level_fused,fused,1000,500,-0.028587462814306876,2.169924962618815,0.95621,0.8914699334941322,0.596
FlowCut,TextVQA_Open,64,base_sanity,base,base,image,500,500,visual_trajectory,stage,1000,500,-0.008582576844006767,4.176932857396317,0.990286,0.9795528066882057,0.982
FlowCut,TextVQA_Open,64,base_sanity,base,base,image,500,500,projector_trajectory,stage,1000,500,0.045681534190756067,2.456706556783605,0.9204860000000001,0.8848223269351814,0.686
FlowCut,TextVQA_Open,64,base_sanity,base,base,image,500,500,llm_trajectory,stage,1000,500,1.5380367420982923e-05,2.511620380926827,0.9531919999999999,0.9261968146329376,0.814
FlowCut,TextVQA_Open,64,base_sanity,base,base,image,500,500,all_level_fused,fused,1000,500,0.01237144590472343,3.0484199317022505,0.994708,0.9894756016672245,0.988
FlowCut,TextVQA_Open,64,cage_unseen_base_dir,base,cage,image,500,500,visual_trajectory,stage,1000,500,-0.008582576844006767,5.340657348720746,0.996856,0.9939416532970751,0.99
FlowCut,TextVQA_Open,64,cage_unseen_base_dir,base,cage,image,500,500,projector_trajectory,stage,1000,500,0.045681534190756067,0.6310203804666219,0.671106,0.4882272696895448,0.142
FlowCut,TextVQA_Open,64,cage_unseen_base_dir,base,cage,image,500,500,llm_trajectory,stage,1000,500,1.5380367420982923e-05,1.582716621901818,0.8675939999999999,0.7761503308473497,0.494
FlowCut,TextVQA_Open,64,cage_unseen_base_dir,base,cage,image,500,500,all_level_fused,fused,1000,500,0.01237144590472343,2.518131450363062,0.990724,0.9800411861283417,0.974
FlowCut,TextVQA_Open,64,caa_unseen_base_dir,base,caa,image,500,500,visual_trajectory,stage,1000,500,-0.008582576844006767,2.9839268527913982,0.956196,0.9261571533505111,0.906
