method,dataset,token_budget,protocol,train_attack,test_attack,llm_pool,n_train_attack,n_test_attack,detector,scope,n_test_neg,n_test_pos,test_neg_score_mean,test_pos_score_mean,AUROC,AUPR,TPR@5FPR
DivPrune,TextVQA_Open,64,base_sanity,base,base,image,500,500,llm_image_l24,layer,1000,500,-0.01175786445569247,0.49518275063636247,0.674194,0.6405585991185583,0.418
DivPrune,TextVQA_Open,64,base_sanity,base,base,image,500,500,llm_image_l32,layer,1000,500,-0.04291965647204779,0.71091601946624,0.70669,0.5386748534965838,0.218
DivPrune,TextVQA_Open,64,base_sanity,base,base,image,500,500,visual_trajectory,stage,1000,500,-0.008582576844006767,4.176932857396317,0.990286,0.9795528066882057,0.982
DivPrune,TextVQA_Open,64,base_sanity,base,base,image,500,500,projector_trajectory,stage,1000,500,-0.02740153873663771,1.171480583726069,0.7715099999999999,0.6984074966440723,0.416
DivPrune,TextVQA_Open,64,base_sanity,base,base,image,500,500,llm_trajectory,stage,1000,500,-0.023618570096781887,0.5252051359808535,0.679348,0.6314839450440483,0.386
DivPrune,TextVQA_Open,64,base_sanity,base,base,image,500,500,all_level_fused,fused,1000,500,-0.019867561892475464,1.957872859034413,0.952668,0.9214814333292093,0.768
DivPrune,TextVQA_Open,64,cage_unseen_base_dir,base,cage,image,500,500,vis_l06,layer,1000,500,0.00590861951559782,4.093320518493653,0.999878,0.9997673976244216,1.0
DivPrune,TextVQA_Open,64,cage_unseen_base_dir,base,cage,image,500,500,vis_l12,layer,1000,500,-0.023344911770080218,5.4951318182349205,0.9887959999999999,0.9868345668902142,0.976
DivPrune,TextVQA_Open,64,cage_unseen_base_dir,base,cage,image,500,500,vis_l18,layer,1000,500,0.018641448749112898,3.6410171883106233,0.9880979999999999,0.9606260625805434,0.968
DivPrune,TextVQA_Open,64,cage_unseen_base_dir,base,cage,image,500,500,vis_l24,layer,1000,500,-0.035656158953395786,1.9989714642837644,0.9351799999999999,0.8809704343992937,0.686
DivPrune,TextVQA_Open,64,cage_unseen_base_dir,base,cage,image,500,500,proj_in,layer,1000,500,-0.01258259055018425,1.1724966402989812,0.769782,0.678624831320265,0.398
DivPrune,TextVQA_Open,64,cage_unseen_base_dir,base,cage,image,500,500,proj_out,layer,1000,500,-0.04051467580907047,0.13209901272319258,0.5495680000000001,0.3550011721076556,0.04
DivPrune,TextVQA_Open,64,cage_unseen_base_dir,base,cage,image,500,500,llm_image_l08,layer,1000,500,-0.03876510423840955,0.20577088683471084,0.5778760000000001,0.3774813064576986,0.056
DivPrune,TextVQA_Open,64,cage_unseen_base_dir,base,cage,image,500,500,llm_image_l16,layer,1000,500,-0.015973647955805064,0.3289629502668977,0.6131040000000001,0.47225819468600916,0.156
DivPrune,TextVQA_Open,64,cage_unseen_base_dir,base,cage,image,500,500,llm_image_l24,layer,1000,500,-0.01175786445569247,0.4786128415085841,0.674004,0.5829309262021578,0.312
DivPrune,TextVQA_Open,64,cage_unseen_base_dir,base,cage,image,500,500,llm_image_l32,layer,1000,500,-0.04291965647204779,1.0032461983510292,0.7850539999999999,0.6081936519871798,0.258
DivPrune,TextVQA_Open,64,cage_unseen_base_dir,base,cage,image,500,500,visual_trajectory,stage,1000,500,-0.008582576844006767,5.340657348720746,0.996856,0.9939416532970751,0.99
DivPrune,TextVQA_Open,64,cage_unseen_base_dir,base,cage,image,500,500,projector_trajectory,stage,1000,500,-0.02740153873663771,0.6732536167395364,0.69089,0.5846033290008107,0.288
DivPrune,TextVQA_Open,64,cage_unseen_base_dir,base,cage,image,500,500,llm_trajectory,stage,1000,500,-0.023618570096781887,0.4863572204456963,0.67605,0.5588501659578882,0.248
DivPrune,TextVQA_Open,64,cage_unseen_base_dir,base,cage,image,500,500,all_level_fused,fused,1000,500,-0.019867561892475464,2.1667560619686594,0.971526,0.9523272113019952,0.88
DivPrune,TextVQA_Open,64,caa_unseen_base_dir,base,caa,image,500,500,vis_l06,layer,1000,500,0.00590861951559782,1.832750878007151,0.952234,0.9191510327792909,0.824
DivPrune,TextVQA_Open,64,caa_unseen_base_dir,base,caa,image,500,500,vis_l12,layer,1000,500,-0.023344911770080218,3.043240266340785,0.934992,0.9171009564783761,0.884
DivPrune,TextVQA_Open,64,caa_unseen_base_dir,base,caa,image,500,500,vis_l18,layer,1000,500,0.018641448749112898,1.9041333102505886,0.914716,0.8120405074066673,0.632
DivPrune,TextVQA_Open,64,caa_unseen_base_dir,base,caa,image,500,500,vis_l24,layer,1000,500,-0.035656158953395786,1.8854619037304075,0.852502,0.8094745566105205,0.58
DivPrune,TextVQA_Open,64,caa_unseen_base_dir,base,caa,image,500,500,proj_in,layer,1000,500,-0.01258259055018425,0.5009463850960602,0.6579420000000001,0.45424900891076153,0.106
DivPrune,TextVQA_Open,64,caa_unseen_base_dir,base,caa,image,500,500,proj_out,layer,1000,500,-0.04051467580907047,0.4773561705974862,0.659464,0.4549666656398981,0.108
DivPrune,TextVQA_Open,64,caa_unseen_base_dir,base,caa,image,500,500,llm_image_l08,layer,1000,500,-0.03876510423840955,0.455371957667172,0.6501399999999999,0.44206436416059575,0.104
DivPrune,TextVQA_Open,64,caa_unseen_base_dir,base,caa,image,500,500,llm_image_l16,layer,1000,500,-0.015973647955805064,0.47307325492426755,0.642266,0.42741637327592397,0.092
DivPrune,TextVQA_Open,64,caa_unseen_base_dir,base,caa,image,500,500,llm_image_l24,layer,1000,500,-0.01175786445569247,0.5241908593028783,0.665502,0.4705036025648887,0.144
DivPrune,TextVQA_Open,64,caa_unseen_base_dir,base,caa,image,500,500,llm_image_l32,layer,1000,500,-0.04291965647204779,0.598001439236512,0.688606,0.4877611564645883,0.138
